wdi_gdp_pcap,wdi_total_pop,wdi_unemployment,wdi_gdp_growth,wdi_resource_rents,wdi_oil_rents,wdi_life_expectancy,e_regionpol_6C,v2cltrnslw,country_text_id,v2xme_altinf,v2clacfree,v2clkill,v2clrspct,v2clfmove,v2clprptyw,v2svdomaut,v2xnp_regcorr,v2xpe_exlsocgr,v2csrlgrep,v2meharjrn,v2pepwrsoc,v2dlencmps,v2xel_frefair,v2elsnlsff,v2xdl_delib,v2xeg_eqdr,v2clpolcl,v2peedueq,v2peasbgen,v2smpolsoc,v2xpe_exlgender,v2clsocgrp,v2xpe_exlecon,v2cacamps,v2caassemb,v2caautmob,v2castate,v2csantimv,v2lginvstp,v2xcl_disc,v2elsuffrage,v2x_delibdem,v2xcl_rol,v2x_egaldem,v2x_elecreg,v2exrescon,v2elrsthos,v2svindep,v2x_pubcorr,v2x_execorr,v2elprescons,v2elprescumul,v2x_clphy,v2x_accountability,v2xcl_prpty,v2x_regime,v2xex_elecreg,v2x_mpi,v2strenarm,v2ex_hosw,v2peapssoc,e_regionpol,v2clacjust,v2clrelig,v2smorgviol,v2x_ex_hereditary,v2x_ex_military,v2x_ex_party,v2x_ex_direlect,v2x_ex_confidence,v2xpe_exlpol,v2meslfcen,v2x_clpriv,v2peasbegeo,v2regdur,v2x_libdem,v2cltort,v2csreprss,v2exagehos,v2xcl_dmove,v2xcl_slave,v2ellocgov,v2xcl_acjst,v2x_liberal,v2expathhs,v2x_egal,v2xlg_elecreg,cname,year,any_attacks,number_attacks_last_year
12662.4228535715,5084532,10.81,2.41751181706449,0.759689840900586,0.00698634796129753,79.427,2,2.297,CRI,0.917,3.016,2.543,2.593,2.249,2.249,1.924,0.16,0.042,1.139,1.806,2.282,1.829,0.959,1.348,0.951,0.921,2.89,1.904,1.639,0.512,0.082,2.367,0.096,-1.292,2.41,-2.147,-1.887,-1.57,2.023,0.962,100,0.845,0.965,0.802,1,1.453,1,1,0.188,0.157,20,30,0.967,1.828,0.929,3,1,0.839,-3.122,1,2.358,2,2.224,1.799,0.283,0,0,0,1,0,0.039,2.525,0.913,1.056,25256,0.849,2.942,2.5,1980,0.869,0.922,1,0.958,0.956,7,0.891,1,Costa Rica,2019,no,2
14242.4556699034,4065253,6.62,3.39971661251161,0.619466125649912,0.276145552955415,78.4243902439025,1,0.902,HRV,0.813,1.009,2.849,0.564,1.517,2.794,0.353,0.235,0.237,2.255,0.85,0.689,0.931,0.907,1.125,0.718,0.832,2.37,2.157,0.972,-0.506,0.159,0.977,0.152,0.433,2.053,-0.919,-1.712,-0.831,1.24,0.806,100,0.556,0.874,0.591,1,2.05,1,1,0.324,0.214,11,11,0.94,1.254,0.946,2,1,0.599,1.373,0,2.456,1,1.923,1.508,0.144,0,0,0,0,1,0.262,1.092,0.854,1.332,8441,0.624,1.777,1.444,1968,0.734,0.757,1,0.868,0.842,7,0.777,1,Croatia,2019,yes,0
8043.01419726511,11316697,1.2,-0.163087223606624,0.920750895009186,0.543713406970896,77.611,2,-1.476,CUB,0.083,-1.777,1.391,-1.622,-0.783,-0.283,2.009,0.52,0.258,-0.487,-0.707,0.589,0.442,0.3,0.772,0.297,0.89,-2.153,1.935,2.335,-0.468,0.094,1.265,0.165,-0.395,-1.452,2.776,2.426,-0.643,-1.076,0.153,100,0.101,0.24,0.239,1,-0.687,1,1,0.871,0.572,0,14,0.522,-0.965,0.268,0,0,0.001,1.481,1,1.707,2,1.428,-0.592,1.758,0,0.312,0.75,0,0,0.807,-1.402,0.347,-0.372,21914,0.062,-1.11,-1.189,1960,0.36,0.908,1,0.122,0.161,2,0.784,1,Cuba,2019,no,0
28360.359375,1228836,7.15,5.83988491154004,0.00361325176711909,0,81.397,5,2.122,CYP,0.949,2.004,3.317,1.462,1.683,1.749,0.585,0.183,0.133,1.864,2.268,0.994,0.246,0.915,0.367,0.835,0.951,2.317,2.953,1.698,0.714,0.113,2.151,0.111,0.508,2.059,-2.128,-1.178,-1.452,0.746,0.918,100,0.708,0.933,0.742,1,1.357,0,1,0.207,0.236,16,16,0.971,1.411,0.807,3,1,0.75,-0.581,1,2.01,5,2.1,1.273,1.297,0,0,0,1,0,0.073,0.639,0.821,1.604,16232,0.714,2.325,2.258,1946,0.772,0.778,1,0.968,0.841,7,0.886,1,Cyprus,2019,yes,0
20206.4256384905,10671870,2.02,3.02987866345279,0.399790319341053,0.0083220468689857,79.2292682926829,1,1.728,CZE,0.837,2.253,3.22,1.914,2.749,2.726,1.829,0.315,0.042,1.754,2.053,1.633,1.201,0.907,1.35,0.763,0.959,2.746,2.408,3.293,0.432,0.03,1.898,0.026,-1.35,2.96,-0.978,-2.194,-1.379,1.29,0.986,100,0.647,0.961,0.723,1,0.941,1,1,0.252,0.4,4,4,0.98,1.429,0.916,3,1,0.716,1.578,0,3.037,1,2.785,1.708,0.608,0,0,0.056,0,0.667,0.074,1.538,0.926,2.448,9496,0.72,2.863,3.324,1944,0.898,0.858,1,0.959,0.884,7,0.89,1,Czechia,2019,no,0
2252.54331623304,26147551,2.4,6.51828673306088,2.95827158248838,0.857465003549306,59.319,4,1.285,CIV,0.658,1.106,1.062,1.111,1.146,0.87,1.464,0.655,0.275,1.622,0.503,1.467,1.923,0.611,-0.767,0.879,0.388,1.27,-0.733,1.818,-1.211,0.279,1.209,0.486,0.871,0.207,0.961,1.014,-0.745,0.539,0.79,100,0.483,0.759,0.357,1,-0.003,1,1,0.574,0.679,4,12,0.783,0.742,0.699,2,1,0.327,0.704,1,1.266,4,1.146,1.707,-0.735,0,0.375,0,1,0,0.424,0.374,0.763,-0.153,2821,0.345,1.318,1.45,1942,0.664,0.846,1,0.598,0.555,7,0.587,1,Côte d’Ivoire,2019,yes,1
57203.0277943447,5814422,5.02,1.49348695853648,0.446224762644461,0.372447675054216,81.4512195121951,5,3.409,DNK,0.972,2.647,3.29,4.046,1.789,2.529,1.662,0.002,0.019,1.819,3.766,3.321,2.746,0.961,2.147,0.969,0.983,2.998,3.053,3.495,2.158,0.014,2.058,0.01,-3.297,2.519,-1.429,-2.648,-2.356,3.304,0.965,100,0.875,0.987,0.877,1,2.277,1,1,0.001,0.003,0,0,0.97,2.006,0.935,3,0,0.866,0.368,0,2.866,5,3.337,1.293,0.962,0,0,0,0,1,0.009,3.087,0.931,2.127,26903,0.888,2.348,2.698,1940,0.913,0.97,1,0.997,0.982,4,0.97,1,Denmark,2019,no,2
2820.06286565541,1073994,26.307,5.5451305999467,0.358531614173272,0,63.085,4,0.243,DJI,0.339,0.557,-0.227,0.136,-0.729,0.147,1.49,0.7,0.769,-0.619,-0.718,0.728,0.555,0.185,-0.879,0.388,0.307,-0.36,-0.198,-1.061,0.789,0.812,0.664,0.742,0.107,-0.65,-0.23,0.008,0.296,-1.118,0.525,100,0.15,0.468,0.182,1,-0.758,1,1,0.68,0.707,6,7,0.42,-0.212,0.561,1,1,0.024,0.016,1,-0.659,4,0.718,-0.033,0.225,0.062,0.125,0.25,1,0,0.698,-1.049,0.401,-1.257,13582,0.126,-0.28,0.092,1947,0.545,0.467,1,0.621,0.312,7,0.495,1,Djibouti,2019,no,0
8205.14259161047,10881882,6.18,5.05216802016253,1.05544444208182,0,73.577,2,-0.297,DOM,0.738,0.761,1.697,-1.026,2.325,2.046,1.972,0.756,0.565,2.052,0.358,1.198,-0.917,0.541,-0.511,0.642,0.244,1.721,-1.039,-0.054,-0.63,0.523,-1.046,0.749,-0.264,1.695,-0.584,-1.834,-1.57,-1.625,0.935,100,0.376,0.749,0.272,1,0.108,1,1,0.897,0.731,15,28,0.863,0.712,0.843,2,1,0.316,0.602,1,0.551,2,-0.04,1.539,0.288,0,0.167,0,1,0,0.678,0.547,0.865,-0.962,14382,0.295,1.589,1.684,1951,0.785,0.756,1,0.592,0.454,7,0.405,1,Dominican Republic,2019,no,0
5863.91056629908,17343740,3.81,0.0121051028476558,5.82070104913459,5.52629823993135,77.297,2,1.086,ECU,0.697,1.312,2.244,0.505,2.209,2.25,1.533,0.565,0.336,2.372,0.969,1.064,1.192,0.694,-0.95,0.717,0.636,1.618,0.711,1.085,-1.281,0.261,0.696,0.524,1.675,1.352,-1.353,-1.786,-0.842,1.485,0.97,100,0.458,0.876,0.418,1,0.755,1,1,0.5,0.461,19,36,0.957,0.899,0.897,2,1,0.431,0.504,1,0.427,2,0.622,1.551,-1.603,0,0.364,0.091,1,0.667,0.16,1.038,0.909,-0.509,14388,0.46,2.894,-0.069,1953,0.868,0.877,1,0.615,0.701,7,0.622,1,Ecuador,2019,yes,3
3769.035769945,105618671,7.85,5.55209307156956,5.72496131230483,3.8819618632175,71.358,3,-1.728,EGY,0.209,-1.978,-1.714,-1.149,-1.523,0.54,1.831,0.644,0.627,-2.311,-1.381,0.949,0.472,0.089,-0.888,0.268,0.204,-1.964,-1.278,0.75,-1.365,0.507,0.522,0.81,1.025,-1.447,-0.421,-0.864,-0.496,-0.756,0.097,100,0.092,0.235,0.098,1,0.647,1,1,0.828,0.585,2,14,0.089,-0.716,0.647,1,1,0.002,0.45,1,-0.407,3,-0.908,-0.905,0.296,0,0.5,0,1,0.333,0.778,-1.561,0.315,-1.167,1808,0.12,-2.167,-1.045,1954,0.558,0.574,1,0.527,0.37,7,0.29,1,Egypt,2019,yes,63
4103.82450080287,6280217,4.17,2.36363628316258,0.562349124959244,1.255650591976e-4,72.559,2,-0.4,SLV,0.761,0.889,1.469,-0.279,1.052,1.738,1.773,0.506,0.483,1.145,0.081,1.044,0.97,0.703,-0.934,0.407,0.278,1.427,-1.36,-0.578,-1.646,0.712,0.863,0.836,0.775,1.437,-1.076,-0.862,-1.412,0.943,0.865,100,0.318,0.608,0.305,1,0.532,1,1,0.652,0.477,11,28,0.718,0.878,0.794,2,1,0.432,0.306,1,0.868,2,-0.8,2.243,-0.475,0,0.4,0,1,0.333,0.708,0.937,0.798,-1.109,8979,0.429,0.333,0.936,1981,0.793,0.645,1,0.287,0.634,7,0.385,1,El Salvador,2019,no,0
6472.07088282743,1553031,8.327,-5.48182537893445,25.4372801609757,18.813552099543,61.644,4,-1.433,GNQ,0.181,-2.186,-0.715,-1.323,-0.693,-0.039,1.787,0.927,0.808,0.433,-1.982,-1.097,-0.476,0.049,0.467,0.141,0.351,-1.413,0.537,-0.027,-0.505,0.633,-0.331,0.721,0.901,-1.521,1.867,1.514,-1.482,-1.323,0.29,100,0.057,0.234,0.119,1,-1.165,1,1,0.81,0.944,6,8,0.198,-0.819,0.42,1,1,0.001,1.521,1,-1.295,4,0.71,0.573,2.659,0,0.2,0,1,0,0.899,-1.415,0.348,-0.756,13287,0.054,-1.686,-1.69,1942,0.213,0.688,1,0.33,0.135,7,0.365,1,Equatorial Guinea,2019,no,0
20269.575137379,1326898,4.45,3.73970668161645,1.80772963579084,0.924587689843327,78.6463414634147,1,2.333,EST,0.958,2.007,2.936,3.243,2.362,2.508,1.848,0.039,0.118,2.429,2.945,1.109,2.107,0.962,1.855,0.864,0.963,2.265,3.063,2.973,-0.095,0.028,1.445,0.02,-0.324,2.681,-2.061,-1.564,-2.051,2.171,0.952,100,0.778,0.967,0.797,1,2.628,1,1,0.03,0.041,1,1,0.97,1.834,0.923,3,1,0.827,0.897,0,2.413,1,2.223,1.407,2.573,0,0,0,0,0.667,0.029,1.37,0.938,1.883,9682,0.842,2.698,2.969,1969,0.925,0.925,1,0.936,0.955,6,0.891,1,Estonia,2019,no,0
3766.06299935158,1169613,22.535,2.69216827271678,3.2760764754406,0,60.549,4,-0.374,SWZ,0.16,-0.959,0.777,-0.653,0.664,-1.38,0.557,0.484,0.4,0.825,-0.756,-2.142,0.065,0.315,1.216,0.226,0.337,-1.033,-0.705,1.583,-0.938,0.408,0.878,0.539,1.087,-1.582,-1.438,-0.844,0.474,0.493,0.2,100,0.071,0.375,0.074,1,-0.803,1,1,0.81,0.55,0,0,0.461,-0.444,0.163,0,0,0,1.503,1,0.121,4,-1.133,0.836,0.324,0.7,0.3,0,0,0,0.784,-0.414,0.396,-0.716,16699,0.112,-0.951,-1.28,1968,0.533,0.177,1,0.501,0.374,4,0.233,1,Eswatini,2019,no,0
785.48497203795,114120594,2.85,8.3640856990789,5.50373971369559,0,65.838,4,0.426,ETH,0.555,0.239,0.237,0.123,-0.147,0.619,0.724,0.288,0.815,-0.213,1.11,-0.714,1.396,0.215,-1.414,0.752,0.567,-0.05,0.772,-0.588,-1.031,0.711,0.549,0.604,0.425,-0.055,1.055,1.592,-0.318,-0.55,0.492,100,0.295,0.588,0.252,1,0.113,1,1,0.636,0.203,0,0,0.534,0.059,0.546,1,0,0.068,1.196,0,-1.119,4,1.267,0.76,-1.55,0,0.167,0.389,0,0,0.709,0.075,0.493,-1.155,8533,0.168,0.101,0.51,1950,0.529,0.669,1,0.778,0.368,6,0.615,1,Ethiopia,2019,yes,26
5679.05188089258,918465,4.374,-0.580504258785638,1.15438142466978,0,67.893,6,0.088,FJI,0.609,0.005,2.082,0.136,0.992,0.629,1.364,0.271,0.448,0.579,-0.011,0.521,1.314,0.443,-0.637,0.629,0.634,1.144,0.906,0.757,-0.74,0.477,1.41,0.53,0.33,0.261,-1.87,-1.062,-0.862,-0.628,0.512,100,0.291,0.734,0.298,1,-0.201,1,1,0.25,0.315,0,0,0.797,0.34,0.6,1,0,0.15,1.095,0,1.051,9,0.989,1.182,1.503,0,0.25,0.125,0,0.333,0.597,-1.004,0.742,-0.558,1941,0.274,0.462,1.176,1947,0.828,0.791,1,0.76,0.584,6,0.651,1,Fiji,2019,no,0
46135.8814242631,5521606,6.69,1.22474892206223,0.365206984679912,0.0395237238079271,81.9829268292683,5,3.554,FIN,0.954,2.013,3.153,2.597,2.782,2.498,2.065,0.009,0.023,2.153,3.201,1.91,1.952,0.971,1.5,0.929,0.883,2.921,1.807,2.851,2.405,0.027,2.541,0.016,-1.349,2.917,-0.868,-2.858,-1.357,2.38,0.971,100,0.804,0.986,0.803,1,1.593,1,1,0.019,0.012,19,19,0.987,1.814,0.938,3,1,0.802,0.427,0,3.33,5,3.012,1.84,-0.499,0,0,0.083,0,1,0.014,2.983,0.948,2.346,27131,0.833,3.536,2.537,1948,0.938,0.888,1,0.985,0.968,7,0.923,1,Finland,2019,yes,3
38832.0242014303,67388001,8.41,1.84297181445896,0.0337878193709454,0.00678260032752886,82.8268292682927,5,2.48,FRA,0.944,3.067,2.732,2.632,2.261,2.791,1.799,0.082,0.083,1.27,2.529,1.618,1.312,0.958,1.418,0.932,0.907,2.692,1.791,1.97,-0.944,0.059,1.716,0.065,0.436,2.284,-1.174,-1.895,-0.242,1.901,0.95,100,0.809,0.967,0.772,1,1.757,1,1,0.038,0.099,20,20,0.962,1.681,0.948,3,1,0.805,0.984,0.5,2.785,5,2.178,1.61,-0.882,0,0,0.143,0.5,0.333,0.069,2.95,0.924,1.914,21907,0.804,2.605,1.753,1977,0.919,0.908,1,0.957,0.921,7,0.878,1,France,2019,yes,21
6893.32310548088,2242785,20.369,3.92080879452831,19.1754988018892,16.6842425426461,66.603,4,1.913,GAB,0.746,2.287,2.335,0.738,1.825,0.957,0.935,0.819,0.479,1.888,0.84,-0.958,0.128,0.212,-0.775,0.631,0.581,0.685,0.373,-0.049,-0.471,0.422,1.997,0.589,-0.486,0.826,0.867,2.155,1.634,-1.426,0.937,100,0.283,0.877,0.271,1,-0.475,1,1,0.788,0.784,9,10,0.911,0.229,0.778,1,1,0.106,0.718,1,0.735,4,1.426,1.673,-1.816,0,0.375,0,1,0,0.599,0.331,0.852,-0.24,10142,0.207,1.766,0.947,1959,0.821,0.814,1,0.837,0.415,7,0.6,1,Gabon,2019,no,1
668.63512259134,2508883,4.037,6.22205315994859,2.81390983977653,0,63.755,4,1.08,GMB,0.752,1.306,1.791,0.831,1.489,1.376,0.85,0.42,0.274,1.938,1.258,0.81,1.623,0.506,-1.137,0.687,0.543,1.545,0.382,0.852,1.111,0.346,2.938,0.395,-0.965,1.221,-1.448,-0.532,-1.35,0.548,0.816,100,0.381,0.862,0.376,1,0.522,0,1,0.417,0.516,5,8,0.859,0.837,0.814,2,1,0.286,1.476,1,0.336,4,1.602,1.782,1.118,0,0.167,0.111,1,0,0.301,1.166,0.876,0.034,709,0.42,1.445,2.239,1965,0.884,0.848,1,0.842,0.774,7,0.667,1,Gambia,2019,no,0
4773.33496439541,3720161,11.57,4.98235047511106,0.603605792551493,0.0303108940592379,73.47,1,1.261,GEO,0.852,1.737,2.495,1.055,2.399,1.828,1.951,0.167,0.174,1.831,1.58,1.031,1.515,0.597,-0.668,0.802,0.853,2.406,1.488,2.651,-1.284,0.086,1.825,0.19,1.698,0.552,-0.483,-1.179,-0.242,1.182,0.953,100,0.512,0.875,0.526,1,1.224,1,1,0.12,0.206,8,9,0.911,1.132,0.89,2,1,0.443,1.064,0,1.497,1,1.834,0.837,-0.24,0,0,0.25,0,0.667,0.136,1.498,0.902,1.107,5517,0.498,1.546,2.256,1952,0.896,0.859,1,0.736,0.762,7,0.819,1,Georgia,2019,yes,0
43292.6838917385,83092962,3.14,1.07547163576423,0.0926260316690242,0.0127922924108005,81.2926829268293,5,3.497,DEU,0.906,2.591,3.297,4.006,2.719,3.232,1.997,0.009,0.019,1.786,2.336,2.542,2.168,0.974,1.965,0.978,0.953,2.95,2.572,2.386,0.056,0.028,3.538,0.013,-0.798,2.874,-1.096,-2.353,-1.041,3.12,0.976,100,0.842,0.991,0.821,1,2.856,1,1,0.013,0.008,0,4,0.974,1.867,0.97,3,0,0.809,1.104,0,3.274,5,2.881,2.129,-0.296,0,0,0,0,1,0.019,2.251,0.965,1.967,10316,0.832,2.503,3.087,1956,0.934,0.975,1,0.993,0.961,7,0.946,1,Germany,2019,yes,17
1981.61375017189,31522290,3.17,6.5077747939152,9.76736656039863,4.069102005933,64.74,4,2.117,GHA,0.826,1.709,1.827,-0.854,2.359,1.819,1.158,0.709,0.153,2.579,0.633,1.513,1.158,0.759,0.277,0.834,0.574,3.436,-0.384,1.981,-1.769,0.104,2.146,0.129,-0.398,0.591,-1.584,-0.792,-1.255,1.298,0.905,100,0.596,0.902,0.531,1,0.676,1,1,0.65,0.757,9,12,0.905,1.296,0.868,3,1,0.566,1.562,1,0.882,4,1.467,2.487,0.535,0,0.15,0.05,1,0.333,0.251,1.27,0.921,-0.136,6567,0.614,2.109,1.621,1944,0.901,0.755,1,0.9,0.857,7,0.713,1,Ghana,2019,yes,3
19017.9964295438,10721582,17.04,1.87948998590817,0.0704760678864166,0.0208423218441195,81.6390243902439,5,1.482,GRC,0.858,1.741,2.78,1.208,2.862,1.547,1.819,0.158,0.048,1.186,1.465,1.5,1.201,0.952,2.123,0.918,0.918,1.849,2.83,1.655,-1.043,0.083,1.374,0.084,0.457,2.97,-1.652,-2.318,-0.475,1.243,0.938,100,0.771,0.938,0.727,1,2.09,1,1,0.193,0.135,0,1,0.97,1.608,0.768,2,0,0.766,-0.442,0,2.861,5,1.645,0.485,-0.127,0,0,0.15,0,0.667,0.045,1.438,0.863,1.157,15909,0.748,2.811,2.824,1950,0.904,0.769,1,0.974,0.877,6,0.843,1,Greece,2019,yes,32
4263.70844366435,16604026,2.19,4.0178979343828,1.14790981503494,0.139922256710481,73.129,2,0.314,GTM,0.708,0.951,0.618,-0.413,1.573,0.913,1.646,0.836,0.802,2.188,0.341,-0.348,-1.009,0.609,-0.95,0.467,0.2,0.881,-1.062,-0.286,-1.331,0.581,-1.194,0.846,-0.39,1.692,-2.11,-0.946,-0.63,0.603,0.733,100,0.313,0.579,0.232,1,0.442,1,1,0.737,0.842,18,35,0.662,0.796,0.65,2,1,0.346,1.496,1,-1.261,2,-0.361,1.505,0.531,0,0.214,0,1,0,0.44,0.243,0.759,-0.779,9339,0.4,0.697,1.253,1969,0.725,0.547,1,0.291,0.663,7,0.287,1,Guatemala,2019,yes,0
937.703131488194,12877539,5.02,5.61691446969918,4.65794341633325,0,59.72,4,-0.084,GIN,0.815,-0.761,-0.017,-1.466,0.761,-0.443,1.744,0.895,0.683,0.946,0.147,0.223,0.164,0.246,-1.328,0.251,0.165,-0.271,-1.156,-0.667,-2.028,0.753,0.585,0.664,1.986,-0.397,0.746,0.002,2.393,-0.726,0.336,100,0.14,0.352,0.188,1,-0.822,1,1,0.829,0.867,3,10,0.467,0.063,0.324,1,1,0.087,0.791,1,-0.071,4,0.94,1.103,-0.964,0,0.5,0,1,0,0.75,1.4,0.472,-0.75,2932,0.143,-0.158,-0.264,1938,0.508,0.331,1,0.262,0.269,7,0.402,1,Guinea,2019,no,0
633.725745938027,1970457,3.229,4.49999999151316,9.94740073583492,0,60.882,4,0.55,GNB,0.641,0.795,1.643,-1.373,0.633,1.021,0.427,0.812,0.613,1.774,0.263,0.067,0.445,0.654,0.021,0.398,0.229,1.679,-0.601,-0.033,0.03,0.482,1.566,0.609,-0.65,1.004,-1.673,0.353,-1.129,0.154,0.816,100,0.263,0.708,0.284,1,0.408,1,1,0.88,0.796,4,13,0.862,0.642,0.716,2,1,0.293,0.077,0,-0.521,4,1.13,2.175,0.897,0,0.125,0.125,0,0.667,0.489,0.663,0.842,-0.975,1653,0.333,1.619,0.5,1957,0.872,0.874,1,0.404,0.568,7,0.455,1,Guinea-Bissau,2019,no,0
6348.68368035127,798753,13.52,5.35284003535665,5.96249594118667,0.0849006439782914,69.124,2,0.774,GUY,0.77,1.395,1.972,0.659,1.123,1.963,1.827,0.304,0.295,2.102,1.262,0.972,0.936,0.686,1.946,0.703,0.71,1.508,0.709,1.59,-2.055,0.278,0.797,0.224,0.934,1.685,-1.412,-0.948,-1.649,-0.656,0.945,100,0.478,0.831,0.483,1,1.242,0,1,0.532,0.295,0,0,0.872,0.957,0.861,2,0,0.462,1.387,1,0.471,10,1.371,2.1,1.386,0,0,0.1,0,0,0.287,1.611,0.867,1.018,9579,0.445,1.414,1.804,1945,0.894,0.692,1,0.755,0.635,6,0.715,1,Guyana,2019,yes,1
1387.51491314735,11160438,14.089,-1.72309699535413,0.443318678876138,0,64.255,2,-1.069,HTI,0.821,1.426,0.196,-1.297,0.881,-0.033,-0.318,0.908,0.717,1.431,1.132,-0.909,-1.081,0.241,-1.317,0.513,0.08,1.284,-1.922,-0.204,-1.641,0.649,-1.106,0.918,1.143,0.831,-0.702,-1.011,1.565,1.36,0.798,100,0.251,0.444,0.116,1,-1.214,1,1,0.821,0.896,5,13,0.668,0.533,0.385,1,1,0.127,-1.403,0.5,-1.112,2,-1.206,1.589,0.019,0,0.077,0.161,0.5,0.5,0.427,1.091,0.66,-1.522,4614,0.236,1.078,-0.637,1968,0.797,0.394,1,0.245,0.476,7,0.149,1,Haiti,2019,yes,4
2446.10809655856,9958829,5.55,2.65306625480355,0.916855208806467,8.96860644806353e-4,72.881,2,-0.353,HND,0.572,1.018,1.05,-0.339,1.205,1.03,0.779,0.826,0.448,2.046,0.229,0.635,-1.218,0.184,-0.38,0.594,0.194,1.166,-1.38,1.044,-2.301,0.436,0.076,0.633,1.002,2.355,-1.044,-2.146,1.475,-0.394,0.854,100,0.263,0.626,0.153,1,0.318,1,1,0.853,0.814,10,23,0.736,0.426,0.795,1,1,0.091,-0.064,1,-0.931,2,-0.624,1.739,0.913,0,0.357,0.143,1,0.667,0.348,0.406,0.833,0.511,3260,0.234,0.892,1.735,1968,0.823,0.747,1,0.304,0.508,7,0.279,1,Honduras,2019,yes,5
44195.2623401674,7507900,2.92,-1.67243165327264,8.85726237364786e-4,2.93788423858794e-4,85.1804878048781,6,0.841,HKG,0.749,0.649,1.432,0.481,1.847,2.063,-0.887,0.094,0.156,1.05,0.317,-0.487,0.326,0.695,2.028,0.412,0.884,0.57,2.382,2.278,-1.844,0.074,0.753,0.128,2.964,-0.818,1.422,-0.511,0.327,-0.705,0.726,100,0.172,0.852,0.273,1,0.615,1,0,0.106,0.169,0,0,0.742,0.481,0.877,0,0,0,0.749,1,1.652,6,1.594,1.09,-2.519,0,0,0.75,0,0,0.294,0.091,0.876,1.589,7853,0.252,0.566,-0.108,1957,0.88,0.882,0,0.909,0.665,2,0.73,1,Hong Kong SAR China,2019,no,0
15083.5991718742,9771141,3.42,4.86422573511891,0.303895061476493,0.144282544677301,76.3195121951219,1,0.098,HUN,0.458,0.318,3.141,1.145,2.657,2.517,1.852,0.645,0.218,1.151,0.846,0.776,-0.251,0.62,0.046,0.494,0.64,1.878,0.754,3.157,-2.986,0.063,0.96,0.137,2.518,0.942,1.056,-0.683,0.366,0.445,0.802,100,0.271,0.904,0.335,1,0.869,1,1,0.23,0.701,0,0,0.963,0.512,0.926,1,0,0.222,1.54,0,1.592,1,1.107,1.326,0.675,0,0,0.115,0,0.667,0.246,-0.315,0.908,1.614,2556,0.368,2.195,0.181,1959,0.929,0.665,1,0.864,0.739,6,0.655,1,Hungary,2019,no,1
57493.4195335925,360563,3.51,1.86117794293874,1.08843842062041e-4,0,83.1634146341463,5,2.462,ISL,0.902,2.58,3.246,2.45,2.108,3.165,1.565,0.014,0.061,2.355,1.445,1.29,2.746,0.946,2.127,0.943,0.969,2.87,3.318,2.103,2.432,0.082,1.665,0.031,-1.534,2.233,-2.053,-2.67,-1.375,1.088,0.96,100,0.795,0.978,0.768,1,1.716,1,1,0.01,0.02,8,8,0.99,1.532,0.966,3,1,0.777,-1.156,0,3.158,5,2.105,2.189,2.439,0,0,0.188,0,1,0.054,0.995,0.954,1.722,27225,0.785,3.67,2.853,1968,0.948,0.841,1,0.962,0.919,7,0.898,1,Iceland,2019,no,0
1944.31484839751,1383112050,6.51,3.87143693928024,2.01224538396897,0.30502831579148,70.91,6,0.994,IND,0.634,-0.27,0.096,-0.699,1.11,1.119,2.182,0.491,0.558,-0.035,-0.631,-0.18,1.113,0.554,-0.919,0.574,0.35,1.054,-1.097,0.439,-1.364,0.45,0.184,0.441,1.931,0.458,-1.021,-0.331,0.282,0.608,0.653,100,0.289,0.636,0.237,1,1.272,1,1,0.632,0.451,0,0,0.591,0.519,0.726,1,0,0.188,1.616,0,-0.032,8,0.746,-0.164,-2.096,0,0,0.2,0,1,0.249,0.136,0.632,-0.282,25176,0.331,0.651,-1.241,1945,0.634,0.714,1,0.646,0.689,6,0.443,1,India,2019,yes,622
3892.42166187369,269582878,3.59,5.01928768046282,3.23583967668836,0.740134609514678,70.518,6,0.844,IDN,0.864,1.003,1.287,0.512,1.332,1.561,1.745,0.752,0.554,0.064,0.354,0.843,0.906,0.705,-0.792,0.899,0.472,-0.621,-0.329,0.43,-0.626,0.385,-0.122,0.604,1.401,0.855,1.089,1.311,0.067,0.462,0.82,100,0.539,0.766,0.364,1,0.755,1,1,0.767,0.725,5,5,0.772,1.022,0.824,2,1,0.408,0.738,1,0.217,7,0.688,0.456,-2.026,0,0.318,0.091,1,0,0.377,1.149,0.743,-0.37,5987,0.471,0.974,0.846,1961,0.793,0.704,1,0.755,0.751,7,0.53,1,Indonesia,2019,yes,26
5017.11721517534,86564202,10.74,-3.0705879849703,27.8006661533715,20.0780490508657,76.103,3,0.479,IRN,0.399,-1.117,-0.871,0.597,-0.694,1.15,1.337,0.778,0.657,-1.055,-0.511,-0.194,0.442,0.414,1.528,0.481,0.714,-0.997,0.869,-0.739,-1.18,0.856,-0.688,0.481,0.747,-1.162,1.627,0.67,-1.144,0.61,0.377,100,0.16,0.419,0.185,1,-0.649,1,1,0.671,0.709,12,13,0.251,-0.207,0.725,1,1,0.007,-0.209,0.5,0.912,3,1.236,-1.847,-1.311,0,0.156,0.156,0.5,0.333,0.78,-0.009,0.376,0.033,14519,0.146,-1.018,-1.636,1939,0.493,0.697,1,0.514,0.428,8,0.564,1,Iran,2019,yes,8
