wdi_gdp_pcap,wdi_total_pop,wdi_unemployment,wdi_gdp_growth,wdi_resource_rents,wdi_oil_rents,wdi_life_expectancy,e_regionpol_6C,v2cltrnslw,country_text_id,v2xme_altinf,v2clacfree,v2clkill,v2clrspct,v2clfmove,v2clprptyw,v2svdomaut,v2xnp_regcorr,v2xpe_exlsocgr,v2csrlgrep,v2meharjrn,v2pepwrsoc,v2dlencmps,v2xel_frefair,v2elsnlsff,v2xdl_delib,v2xeg_eqdr,v2clpolcl,v2peedueq,v2peasbgen,v2smpolsoc,v2xpe_exlgender,v2clsocgrp,v2xpe_exlecon,v2cacamps,v2caassemb,v2caautmob,v2castate,v2csantimv,v2lginvstp,v2xcl_disc,v2elsuffrage,v2x_delibdem,v2xcl_rol,v2x_egaldem,v2x_elecreg,v2exrescon,v2elrsthos,v2svindep,v2x_pubcorr,v2x_execorr,v2elprescons,v2elprescumul,v2x_clphy,v2x_accountability,v2xcl_prpty,v2x_regime,v2xex_elecreg,v2x_mpi,v2strenarm,v2ex_hosw,v2peapssoc,e_regionpol,v2clacjust,v2clrelig,v2smorgviol,v2x_ex_hereditary,v2x_ex_military,v2x_ex_party,v2x_ex_direlect,v2x_ex_confidence,v2xpe_exlpol,v2meslfcen,v2x_clpriv,v2peasbegeo,v2regdur,v2x_libdem,v2cltort,v2csreprss,v2exagehos,v2xcl_dmove,v2xcl_slave,v2ellocgov,v2xcl_acjst,v2x_liberal,v2expathhs,v2x_egal,v2xlg_elecreg,cname,year,any_attacks,number_attacks_last_year
1557.96432747545,165516222,4.376,7.8819067286135,0.637717563815013,0.0401609167939213,72.806,6,-1.178,BGD,0.558,-0.899,-1.455,-1.889,-0.515,1.498,0.639,0.857,0.734,1.156,-1.588,1.513,0.411,0.149,-1.073,0.267,0.165,-1.697,-1.355,-0.476,-2.686,0.571,0.649,0.879,1.497,-1.166,0.709,0.018,-1.207,-1.441,0.288,100,0.108,0.333,0.101,1,-0.906,1,1,0.93,0.822,1,3,0.182,-0.263,0.801,1,1,0.02,1.464,0,-1.159,8,-1.034,1.03,-2.418,0,0.292,0.083,0,0,0.918,-1.279,0.676,-1.792,1822,0.097,-1.125,-0.565,1944,0.744,0.645,1,0.318,0.222,6,0.238,1,Bangladesh,2019,yes,32
17298.5067988704,280180,8.41,0.26359855236862,0.230547661622418,0.211318147181856,77.257,2,1.618,BRB,0.864,2.149,1.874,1.248,2.365,1.961,1.202,0.086,0.128,2.66,2.226,0.724,1.747,0.85,1.749,0.865,0.943,1.831,2.809,2.556,1.924,0.079,1.214,0.13,-2.908,2.395,-1.736,-0.15,-1.363,1.083,0.959,100,0.673,0.905,0.642,1,1.324,1,1,0.07,0.094,0,0,0.905,1.347,0.854,3,0,0.667,0.599,0,2.63,10,1.434,2.405,0.905,0,0,0.25,0,0.667,0.063,0.816,0.919,1.347,19024,0.669,2.065,2.057,1949,0.918,0.659,0,0.856,0.847,1,0.803,1,Barbados,2019,no,0
6267.76513932041,9419758,4.16,1.44620667102681,1.66960534709783,0.652174604477283,74.2268292682927,1,-0.753,BLR,0.243,-0.578,2.312,0.428,1.129,1.504,1.648,0.526,0.069,-0.219,-0.323,1.742,0.926,0.24,0.789,0.241,0.889,-1.118,2.484,2.888,-1.121,0.082,1.393,0.032,1.037,-0.527,-1.817,1.896,-0.857,-2.685,0.694,100,0.103,0.692,0.278,1,-1.352,1,1,0.272,0.662,6,6,0.775,-0.506,0.769,1,1,0.03,0.889,1,2.177,1,1.334,0.288,1.211,0,0.056,0,1,0,0.31,-0.448,0.778,1.893,8072,0.114,-0,0.024,1954,0.916,0.766,1,0.576,0.267,7,0.8,1,Belarus,2019,yes,0
43098.4750626966,11488980,5.36,2.24083533103139,0.0422427798272169,0.0271254076077426,81.9951219512195,5,2.456,BEL,0.942,3.162,3.088,2.785,1.71,2.971,1.737,0.015,0.025,2.477,2.205,2.145,1.267,0.973,2.243,0.902,0.949,2.882,2.559,2.166,0.236,0.046,2.781,0.062,-1.689,2.119,-1.437,-2.218,-0.993,2.191,0.957,100,0.805,0.98,0.829,1,1.891,1,1,0.015,0.013,0,0,0.98,1.759,0.953,3,0,0.834,1.444,0,2.65,5,2.638,1.9,-0.397,0,0,0.125,0,0.667,0.023,3.287,0.942,1.702,27147,0.833,3.06,2.84,1960,0.939,0.876,1,0.991,0.936,4,0.934,1,Belgium,2019,yes,1
1153.72620998083,12290444,1.372,6.86568662848335,2.46799590195586,0.09788725913474,60.454,4,-0.091,BEN,0.56,1.363,2.4,1.972,1.75,1.921,1.506,0.246,0.193,1.652,0.559,2.051,1.182,0.556,0.114,0.635,0.653,0.219,1.652,1.795,1.117,0.177,1.961,0.528,-0.2,1.061,-1.219,0.904,0.044,0.553,0.722,100,0.332,0.882,0.374,1,-0.284,1,1,0.518,0.184,11,14,0.891,0.504,0.901,1,1,0.232,0.119,1,0.945,4,1.284,2.528,1.021,0,0.25,0,1,0,0.202,-0.024,0.926,-0.604,10133,0.348,1.31,1.672,1958,0.928,0.894,1,0.805,0.677,7,0.736,1,Benin,2019,yes,1
3233.59788910645,767459,2.72,5.75514850618227,2.1900698281611,0,71.391,6,1.204,BTN,0.755,0.335,1.27,1.986,-0.028,1.541,1.343,0.056,0.134,0.844,1.192,2.068,2.541,0.856,0.241,0.902,0.942,1.812,2.714,1.421,1.142,0.213,1.287,0.173,-0.869,0.563,-1.689,-0.426,-2.252,0.989,0.659,100,0.527,0.806,0.503,1,2.162,1,1,0.169,0.06,0,0,0.873,0.977,0.715,2,0,0.387,0.386,0,2.561,8,1.765,-0.504,0.964,0.1,0.1,0.2,0,0.667,0.112,-0.31,0.644,-0.011,4284,0.513,2.138,1.591,1980,0.732,0.806,1,0.864,0.867,4,0.843,1,Bhutan,2019,no,0
3242.94884532224,11777315,3.68,2.21670563961031,4.09529358747088,1.0303191682966,67.841,2,0.237,BOL,0.624,1.064,1.162,-0.271,0.597,1.008,1.217,0.716,0.316,0.882,0.093,0.969,0.085,0.601,-0.834,0.603,0.295,1.03,-1.091,0.826,-3.012,0.308,0.198,0.273,2.306,1.103,0.851,0.711,1.177,-1.092,0.641,100,0.326,0.633,0.303,1,0.221,1,1,0.383,0.678,0,27,0.792,0.335,0.657,1,1,0.245,0.092,1,0.159,2,0.916,1.512,-1.557,0,0.15,0.05,1,0,0.446,0.016,0.684,1.316,0,0.257,1.307,0.45,1967,0.674,0.679,1,0.48,0.432,8,0.547,1,Bolivia,2019,yes,1
5558.08143990697,3360711,15.69,2.88734334414875,0.800756928062343,0,77.241,1,1.096,BIH,0.744,0.62,1.848,0.016,2.562,1.769,0.119,0.734,0.44,1.938,0.768,0.726,-0.732,0.544,-0.668,0.65,0.734,1.09,1.332,1.057,-1.697,0.262,0.677,0.389,1.095,1.155,-0.598,-1.235,-1.977,-0.37,0.701,100,0.371,0.809,0.371,1,0.938,0,1,0.723,0.725,7,7,0.842,0.752,0.89,2,1,0.301,-0.129,0,1.187,1,0.9,1.182,-0.453,0,0,0.05,0,0.667,0.548,-0.352,0.878,1.151,8441,0.367,1.188,1.332,99,0.785,0.81,1,0.61,0.642,7,0.649,1,Bosnia & Herzegovina,2019,no,0
6485.56819794359,2499702,20.09,3.0322025744566,0.656053805525875,0,65.464,4,1.978,BWA,0.748,1.328,2.047,2.169,2.505,1.508,1.104,0.147,0.109,1.624,1.061,0.985,2.691,0.76,-0.389,0.842,0.726,1.367,0.468,2.281,1.13,0.157,0.998,0.154,-1.382,1.816,-2.246,1.454,-0.904,1.29,0.864,100,0.553,0.92,0.467,1,1.288,0,1,0.207,0.229,0,1,0.918,0.948,0.841,3,0,0.473,1.49,1,2.068,4,1.153,1.454,2.292,0,0.071,0.429,0,0.667,0.148,0.663,0.889,1.181,19085,0.561,2.127,1.675,1962,0.839,0.84,1,0.867,0.857,6,0.672,1,Botswana,2019,no,0
8592.21120694388,211782878,11.94,1.22077782360842,3.21717303299592,1.6761311575078,75.338,2,0.397,BRA,0.77,0.256,-0.09,0.498,1.579,1.471,1.218,0.648,0.278,2.061,0.558,0.456,0.371,0.833,-0.788,0.511,0.37,1.999,-1.246,2.596,-1.968,0.092,0.447,0.352,2.355,0.933,2.53,1.079,-0.336,0.631,0.759,100,0.403,0.663,0.344,1,-0.23,1,1,0.328,0.674,14,27,0.476,1.038,0.774,2,1,0.521,1.586,1,-0.575,2,-0.052,0.571,-1.176,0,0.182,0.045,1,0.333,0.054,0.949,0.782,1.537,11044,0.525,-0.006,1.135,1955,0.83,0.464,1,0.703,0.739,7,0.391,1,Brazil,2019,yes,3
8237.92678290482,6975761,4.23,4.03518894662498,0.580269555247755,0.0184983412131835,75.1121951219512,1,0.765,BGR,0.674,1.411,2.199,0.562,2.166,2.311,1.924,0.485,0.136,1.252,0.536,1.398,0.886,0.738,-1.696,0.764,0.686,2.639,0.458,2.726,-0.957,0.053,0.934,0.126,-0.52,1.841,0.333,-1.483,-0.778,1.11,0.852,100,0.474,0.851,0.459,1,1.444,1,1,0.548,0.433,12,12,0.9,1.076,0.907,2,1,0.412,1.554,0,1.122,1,1.408,1.023,-0.842,0,0,0.071,0,1,0.08,-0.054,0.871,1.37,10034,0.512,1.644,1.704,1963,0.82,0.865,1,0.742,0.833,7,0.728,1,Bulgaria,2019,yes,0
714.646000052737,20951639,4.708,5.4864554268367,8.32797318460633,0,60.039,4,2.4,BFA,0.811,2.057,1.704,1.062,0.818,0.812,1.06,0.414,0.134,1.609,1.099,2.066,0.89,0.706,0.83,0.784,0.312,1.163,-0.612,1.813,-0.311,0.297,1.457,0.174,-1.045,1.819,1.202,0.724,0.573,-0.042,0.709,100,0.529,0.761,0.428,1,0.706,1,1,0.34,0.35,5,8,0.835,0.932,0.722,2,1,0.489,1.496,0.5,1.203,4,1.195,0.966,-1.002,0,0.25,0.179,0.5,0.667,0.149,1.479,0.733,0.697,1098,0.463,1.242,1.737,1957,0.71,0.703,1,0.499,0.648,7,0.58,1,Burkina Faso,2019,yes,161
270.137277397711,11874838,1.027,1.81256532326668,13.1274376353104,0,62.351,4,-0.593,BDI,0.178,-1.413,-2.789,-1.041,-1.513,-1.706,1.105,0.917,0.728,-1.176,-2.632,-0.226,-1.986,0.028,-1.422,0.116,0.203,-1.539,-1.794,0.574,-2.056,0.315,0.573,0.827,2.073,-1.32,1.83,1.185,-0.05,-1.687,0.123,100,0.045,0.14,0.119,1,-1.374,1,1,0.937,0.916,1,4,0.025,-0.99,0.247,1,1,0,1.372,1,1.384,4,-0.219,1.486,-1.181,0,0.25,0.188,1,0.333,0.893,-1.941,0.303,0.379,229,0.05,-2.854,-1.975,1964,0.409,0.614,1,0.143,0.13,7,0.378,1,Burundi,2019,yes,6
1465.96953537797,16207746,0.116,7.05410693152042,0.714485690319546,0,70.692,6,-1.384,KHM,0.176,-0.922,-0.347,-1.57,-0.283,0.766,0.789,0.931,0.649,0.108,-1.295,0.103,-0.153,0.144,0.196,0.158,0.186,-1.496,-1.351,0.738,-0.676,0.571,0.296,0.798,0.73,-0.723,1.301,1.145,-0.584,-2.039,0.311,100,0.065,0.314,0.09,1,-1.147,1,1,0.909,0.941,0,1,0.401,-0.657,0.525,1,0,0.005,0.068,0,0.09,7,-1.302,0.141,0.49,0,0.25,0.25,0,0,0.695,-1.596,0.498,-0.335,410,0.065,-0.292,-1.1,1953,0.669,0.431,1,0.265,0.161,4,0.245,1,Cambodia,2019,yes,0
1454.56406897808,25782341,3.665,3.47505998194981,5.55584424286198,2.42269397588966,61.584,4,0.196,CMR,0.628,0.389,0.645,-1.731,-0.076,1.619,1.01,0.947,0.744,0.292,-0.622,-0.488,-0.977,0.078,-1.538,0.236,0.38,-1.879,0.624,0.169,-2.836,0.365,0.846,0.87,2.482,-0.742,1.266,1.522,1.894,-1.349,0.66,100,0.111,0.501,0.185,1,-1.565,1,1,0.934,0.949,10,11,0.467,-0.201,0.813,1,1,0.022,1.485,1,0.086,4,1.138,1.623,-1.675,0,0.286,0.071,1,0,0.763,0.601,0.691,-0.215,12910,0.117,-0.804,-1.023,1933,0.731,0.703,1,0.386,0.26,7,0.473,1,Cameroon,2019,yes,146
45120.9997632359,37601230,5.69,1.9084319253883,1.93317583033348,1.6199500962193,82.2287804878049,5,2.642,CAN,0.869,2.697,3.124,2.137,2.413,2.281,1.727,0.022,0.048,1.696,2.783,1.228,1.967,0.947,1.961,0.924,0.929,2.751,2.209,2.615,1.195,0.041,1.302,0.069,-1.193,2.074,-1.89,-1.55,-0.59,0.989,0.961,100,0.779,0.96,0.746,1,1.236,1,1,0.011,0.029,0,0,0.969,1.569,0.905,3,0,0.776,1.604,0,3.004,5,1.658,2.052,-0.508,0,0,0.143,0,1,0.019,1.886,0.913,1.52,36337,0.766,2.459,1.911,1963,0.812,0.936,1,0.931,0.895,1,0.864,1,Canada,2019,yes,5
3667.05736430958,577030,12.147,6.94782634051859,13.1611296712207,0,76.004,4,1.095,CPV,0.791,1.957,2.568,0.897,2.535,2.117,1.244,0.175,0.264,2.603,2.075,2.81,1.427,0.884,1.709,0.817,0.714,2.011,1.313,1.456,0.532,0.231,2.277,0.381,-1.023,2.81,-2.336,-1.931,-1.682,2.774,0.933,100,0.65,0.91,0.627,1,1.388,1,1,0.301,0.174,8,8,0.955,1.478,0.881,2,1,0.67,0.536,0,-0.028,4,1.798,2.167,0.525,0,0,0.062,0,0.333,0.407,0.813,0.93,0.322,10146,0.71,2.51,3.055,1950,0.896,0.867,1,0.787,0.911,7,0.781,1,Cape Verde,2019,no,0
381.414046354948,5209324,6.079,3.09999999999999,9.81112301862311,0,55.025,4,-0.709,CAF,0.868,1.37,-0.784,-1.087,-0.138,0.434,-0.491,0.637,0.906,0.862,0.186,0.762,-0.8,0.286,-1.973,0.479,0.124,0.82,-0.718,-0.64,-1.049,0.67,0.257,0.936,0.943,0.156,1.863,1.223,0.891,1.187,0.553,100,0.231,0.316,0.193,1,0.447,1,1,0.79,0.616,5,12,0.294,0.414,0.426,1,1,0.118,0.184,1,-2.162,4,-0.362,1.574,-1.3,0,0.375,0,1,0.333,0.793,0.054,0.465,-1.127,1114,0.222,-0.69,-0.549,1957,0.362,0.579,1,0.272,0.456,7,0.378,1,Central African Republic,2019,yes,15
652.703215971488,16126866,1.057,3.24718191743429,19.6499588651766,15.5707595430138,53.259,4,-0.8,TCD,0.693,1.116,-1.13,-2.746,-0.392,1.03,0.002,0.937,0.723,0.636,-0.019,-1.361,-1.136,0.105,-0.712,0.326,0.219,-1.425,-0.852,-1.078,-1.337,0.746,-0.387,0.897,1.758,-1.096,1.805,0.662,1.617,-1.702,0.474,100,0.136,0.262,0.104,1,-1.634,1,1,0.969,0.933,4,7,0.178,-0.274,0.792,1,1,0.023,0.644,1,0.374,4,-0.591,0.537,-1.324,0,0.333,0,1,0,0.765,0.27,0.55,-2.378,242,0.091,-1.495,-0.762,1952,0.606,0.406,1,0.239,0.185,7,0.226,1,Chad,2019,yes,14
13758.7470143212,19039485,7.27,0.743130031576072,2.56889266052365,0.01138461169495,80.326,2,2.276,CHL,0.768,2.159,1.349,1.447,2.686,2.151,1.726,0.04,0.223,2.857,1.935,0.938,1.674,0.968,0.673,0.908,0.66,1.764,0.748,1.047,-2.376,0.245,1.223,0.349,0.807,0.811,-1.064,-2.324,-0.757,3.197,0.908,100,0.739,0.919,0.63,1,1.664,1,1,0.085,0.045,12,27,0.797,1.69,0.913,2,1,0.723,1.289,1,1.278,2,1.499,2.152,-1.668,0,0,0,1,0,0.055,1.28,0.959,1.024,10522,0.761,1.182,1.424,1949,0.955,0.908,1,0.813,0.938,7,0.729,1,Chile,2019,yes,27
10155.510883076,1407745000,4.56,5.95050075439315,1.26691367576973,0.298457754882779,77.968,6,-0.603,CHN,0.063,-2.714,0.464,-0.671,-1.12,0.632,2.258,0.375,0.477,-2.051,-1.826,-1.188,1.485,0,-0.283,0.446,0.42,-0.906,-0.309,1.164,2.25,0.37,-2.004,0.468,-0.533,-1.972,1.348,1.234,-2.057,-1.18,0.154,100,0.12,0.254,0.095,0,0.976,1,1,0.429,0.392,0,0,0.428,-1.142,0.424,0,0,0,0.211,1,0.989,6,0.049,-2.34,-1.082,0,0.059,0.941,0,0,0.607,-2.619,0.147,-0.039,295,0.043,-0.902,-1.343,1953,0.251,0.3,1,0.374,0.149,2,0.35,0,China,2019,yes,14
6404.10876575117,50187406,10.28,3.18685539245533,4.30433092902696,3.14271008185612,76.752,2,0.426,COL,0.76,0.83,-0.78,0.393,1.606,1.053,1.382,0.347,0.448,1.55,-0.063,0.411,0.226,0.781,-1.513,0.63,0.299,-0.08,-0.847,1.149,-2.25,0.464,-0.235,0.651,0.87,0.69,0.778,-1.57,0.322,1.275,0.454,100,0.44,0.644,0.326,1,0.623,1,1,0.382,0.293,31,31,0.509,1.109,0.672,2,1,0.462,1.493,1,-0.077,2,0.304,1.617,-1.302,0,0,0,1,0,0.214,1.22,0.728,-0.133,10042,0.502,0.935,1.431,1976,0.604,0.693,1,0.597,0.755,7,0.401,1,Colombia,2019,yes,230
1381.6222379875,790986,4.944,1.76078023923176,1.48652356146246,0,64.068,4,-0.804,COM,0.678,1.708,-0.14,-0.759,0.361,0.701,0.362,0.856,0.464,-0.841,0.925,1.599,-0.38,0.116,-1.799,0.545,0.405,-0.087,0.26,0.002,-0.059,0.496,1.73,0.56,1.787,-0.811,1.371,-0.371,0.112,-0.989,0.289,100,0.225,0.442,0.251,1,-1.391,1,1,0.701,0.844,12,13,0.429,-0.182,0.672,1,1,0.045,-0.135,1,-0.536,4,1.199,-0.338,0.42,0,0.417,0,1,0.333,0.535,0.238,0.547,-0.07,155,0.126,-0.293,-0.243,1959,0.677,0.67,1,0.405,0.251,7,0.627,1,Comoros,2019,no,1
1901.06145297263,5570733,20.808,1.12447707363883,39.2430391553175,35.8517991110343,62.747,4,-1.935,COG,0.518,-1.47,-1.485,-1.122,-0.248,1.169,0.79,0.857,0.877,0.89,-0.561,0.382,0.206,0.097,-0.707,0.531,0.33,-1.314,-0.26,0.173,0.198,0.476,-0.987,0.86,0.225,-1.306,0.342,-0.208,0.739,-1.005,0.14,100,0.185,0.167,0.13,1,-0.584,1,1,0.734,0.855,2,6,0.096,-0.365,0.562,1,1,0.012,-0.657,1,-1.331,4,-0.49,0.881,-1.94,0,0.375,0,1,0,0.88,0.213,0.359,-1.139,7737,0.094,-2.253,-1.95,1943,0.243,0.261,1,0.204,0.223,7,0.347,1,Congo - Brazzaville,2019,no,0
494.81924776865,89906890,4.67,4.38452887429834,12.7500585788424,0.629309383334329,60.276,4,-0.332,COD,0.8,1.114,0.697,-1.301,0.713,-1.461,0.527,0.947,0.778,-0.338,-0.181,1.181,-1.293,0.198,-2.135,0.644,0.259,-1.151,-0.262,-0.175,-1.165,0.591,1.212,0.864,1.277,0.414,1.428,1.33,0.778,-1.164,0.577,100,0.272,0.369,0.21,1,-0.804,1,1,0.873,0.929,4,7,0.557,0.131,0.236,1,1,0.078,-0.511,1,-1.145,4,0.743,1.059,-1.351,0.05,0.4,0.05,1,0,0.85,0.683,0.473,-1.736,0,0.144,-0.166,-0.355,1963,0.53,0.634,1,0.173,0.282,7,0.471,1,Congo - Kinshasa,2019,yes,250
