wdi_gdp_pcap,wdi_total_pop,wdi_unemployment,wdi_gdp_growth,wdi_resource_rents,wdi_oil_rents,wdi_life_expectancy,e_regionpol_6C,v2cltrnslw,country_text_id,v2xme_altinf,v2clacfree,v2clkill,v2clrspct,v2clfmove,v2clprptyw,v2svdomaut,v2xnp_regcorr,v2xpe_exlsocgr,v2csrlgrep,v2meharjrn,v2pepwrsoc,v2dlencmps,v2xel_frefair,v2elsnlsff,v2xdl_delib,v2xeg_eqdr,v2clpolcl,v2peedueq,v2peasbgen,v2smpolsoc,v2xpe_exlgender,v2clsocgrp,v2xpe_exlecon,v2cacamps,v2caassemb,v2caautmob,v2castate,v2csantimv,v2lginvstp,v2xcl_disc,v2elsuffrage,v2x_delibdem,v2xcl_rol,v2x_egaldem,v2x_elecreg,v2exrescon,v2elrsthos,v2svindep,v2x_pubcorr,v2x_execorr,v2elprescons,v2elprescumul,v2x_clphy,v2x_accountability,v2xcl_prpty,v2x_regime,v2xex_elecreg,v2x_mpi,v2strenarm,v2ex_hosw,v2peapssoc,e_regionpol,v2clacjust,v2clrelig,v2smorgviol,v2x_ex_hereditary,v2x_ex_military,v2x_ex_party,v2x_ex_direlect,v2x_ex_confidence,v2xpe_exlpol,v2meslfcen,v2x_clpriv,v2peasbegeo,v2regdur,v2x_libdem,v2cltort,v2csreprss,v2exagehos,v2xcl_dmove,v2xcl_slave,v2ellocgov,v2xcl_acjst,v2x_liberal,v2expathhs,v2x_egal,v2xlg_elecreg,cname,year,any_attacks,number_attacks_last_year
4170.39204821397,42556984,15.746,-12.0367930920856,27.4170131896725,27.035001916172,69.123,3,-0.404,IRQ,0.787,-0.424,-0.87,-1.736,0.677,0.864,-0.375,0.89,0.835,0.361,-1.004,0.255,-0.684,0.365,-1.679,0.565,0.386,0.017,-0.421,-0.747,-2.482,0.835,-0.051,0.811,1.153,-0.732,0.472,-1.191,0.57,1.027,0.331,100,0.246,0.296,0.188,1,-0.401,1,1,0.822,0.896,0,2,0.194,0.407,0.678,1,0,0.106,0.72,0,-0.168,3,-0.057,-0.94,-3.894,0,0.188,0.25,0,0.667,0.835,-0.352,0.475,-1.187,752,0.211,-1.54,-0.079,1960,0.437,0.519,1,0.304,0.46,6,0.388,1,Iraq,2020,yes,764
79441.7086843532,4985382,5.62,6.61719466830968,0.0367626864571587,9.6047242789138e-4,82.5560975609756,5,3.057,IRL,0.95,2.816,2.932,2.526,2.281,2.456,1.587,0.027,0.044,2.367,2.835,2.085,1.15,0.933,2.257,0.899,0.854,2.209,2.424,2.815,0.178,0.067,2.469,0.066,-2.607,2.635,-1.438,-2.677,-1.167,2.012,0.978,100,0.796,0.978,0.79,1,2.493,1,1,0.02,0.022,8,8,0.976,1.748,0.926,3,1,0.821,0.627,0,3.009,5,2.74,2.474,0.178,0,0,0.111,0,0.667,0.037,2.859,0.943,1.525,29952,0.824,2.994,3.044,1941,0.91,0.886,1,0.978,0.938,7,0.887,1,Ireland,2020,yes,10
38176.7543372587,9215100,4.17,-1.85728927811242,0.272440677318125,0.00760868223036897,82.6487804878049,3,2.089,ISR,0.853,2.278,1.894,1.481,1.446,2.015,1.552,0.178,0.288,1.039,1.622,1.199,1.764,0.878,-0.037,0.776,0.809,1.147,0.663,1.713,-0.834,0.119,1.504,0.163,1.081,1.802,-2.377,-0.987,-0.574,2.404,0.932,100,0.575,0.907,0.595,1,1.618,1,1,0.074,0.235,0,3,0.886,1.317,0.874,3,0,0.583,0.328,0,1.364,3,1.972,2.161,-0.463,0,0,0.125,0,0.667,0.264,0.938,0.838,1.293,26163,0.645,1.727,0.966,1939,0.751,0.806,1,0.927,0.896,6,0.805,1,Israel,2020,yes,67
29375.037340835,59438851,9.16,-8.97419212060699,0.0559705463881882,0.0398531422796994,82.1951219512195,5,1.78,ITA,0.868,1.962,2.552,1.313,1.448,2.461,1.916,0.1,0.034,2.445,2.522,2.464,2.639,0.941,-0.601,0.917,0.95,3.116,2.266,2.153,-0.804,0.044,2.109,0.051,1.099,2.412,-1.423,-1.887,-1.292,2.123,0.971,100,0.775,0.931,0.778,1,1.74,1,1,0.182,0.07,0,0,0.926,1.68,0.933,3,0,0.769,0.372,0,3.07,5,2.131,2.169,-0.214,0,0,0,0,0.667,0.027,1.088,0.864,2.095,26297,0.774,1.789,2.735,1941,0.765,0.673,1,0.98,0.91,6,0.919,1,Italy,2020,yes,13
4769.69360785552,2820436,6.5,-9.92032244889079,0.32243252555047,0.11529077951409,71.869,2,1.411,JAM,0.931,2.372,1.38,1.74,1.483,2.079,1.768,0.26,0.118,2.512,1.582,1.48,1.42,0.867,-0.073,0.829,0.781,2.901,1.111,2.293,0.454,0.062,1.055,0.203,-0.976,2.406,-1.605,-0.857,-2.485,1.036,0.967,100,0.68,0.906,0.663,1,0.987,1,1,0.132,0.355,0,0,0.886,1.493,0.874,2,0,0.708,0.496,0,1.13,10,1.848,2.14,0.211,0,0.125,0.125,0,0.333,0.12,2.095,0.92,1.883,20966,0.708,2.216,2.383,1951,0.926,0.868,1,0.852,0.872,1,0.799,1,Jamaica,2020,no,0
34650.7967802766,126261000,2.81,-4.14711889947692,0.0969972012044505,7.10792505710748e-4,84.56,6,2.818,JPN,0.866,1.691,3.118,1.747,0.968,2.529,1.78,0.105,0.023,1.661,1.779,2.522,1.51,0.94,1.717,0.914,0.973,2.31,3.446,2.552,1.718,0.112,2.196,0.015,-1.719,2.484,-0.696,-1.076,-2.042,1.819,0.904,100,0.754,0.957,0.763,1,1.816,1,1,0.033,0.138,0,0,0.966,1.532,0.921,3,0,0.746,-0.604,0,2.783,6,3.308,2.582,1.675,0,0,0.25,0,1,0.029,0.987,0.893,2.36,24718,0.74,2.325,2.941,1960,0.88,0.832,1,0.968,0.881,4,0.923,1,Japan,2020,no,0
3784.76252307437,10928721,19.21,-1.10275188309046,0.0516759121146319,4.67720334463903e-4,75.184,3,0.77,JOR,0.678,0.321,0.851,0.252,0.679,1.081,0.789,0.378,0.484,-0.454,-0.009,0.109,0.721,0.49,-2.103,0.611,0.705,1.345,0.651,0.762,-0.034,0.345,0.797,0.333,-0.438,-0.303,0.397,0.718,-1.212,0.621,0.698,100,0.219,0.719,0.228,1,1.122,1,1,0.498,0.313,0,0,0.707,0.47,0.743,0,0,0,-0.703,1,0.881,3,2.051,-0.532,0.047,0.722,0.056,0,0,0,0.333,-0.418,0.61,-0.447,24836,0.241,0.808,0.16,1962,0.632,0.853,1,0.832,0.687,4,0.642,1,Jordan,2020,no,0
10974.2446417632,18755666,4.89,-2.49999999628,12.8406951964892,7.12577724575059,71.37,1,-0.155,KAZ,0.257,0.024,1.145,-0.502,0.739,1.772,1.103,0.869,0.414,-0.881,-0.063,-0.536,-0.479,0.283,0.737,0.345,0.759,-0.412,1.169,1.138,0.671,0.269,0.906,0.383,-0.09,-0.414,-0.797,-0.095,-1.027,-0.991,0.512,100,0.134,0.576,0.205,1,-0.211,0,1,0.713,0.855,6,6,0.558,-0.275,0.8,1,1,0.022,-0.001,1,1.955,1,0.445,-0.299,0.253,0,0,0.3,1,0,0.202,-0.761,0.622,1.561,10242,0.12,-0.609,-0.024,1953,0.728,0.632,1,0.606,0.305,7,0.583,1,Kazakhstan,2020,no,3
1616.50240405855,51985780,5.628,-0.272766327438816,1.26881196888613,0,62.675,4,1.304,KEN,0.858,2.06,-0.353,1.036,0.488,0.343,1.789,0.672,0.482,0.926,0.645,0.95,0.286,0.341,-0.334,0.866,0.488,1.447,0.557,0.8,-0.204,0.362,1.114,0.483,-0.058,0.951,-0.985,0.607,-0.865,1.495,0.866,100,0.423,0.698,0.308,1,0.699,1,1,0.595,0.658,11,12,0.519,0.833,0.614,1,1,0.216,0.254,1,-0.461,4,0.505,2.22,0.48,0,0.214,0.143,1,0.333,0.463,1.049,0.714,-0.828,6210,0.379,0.6,0.854,1961,0.726,0.693,1,0.687,0.749,7,0.574,1,Kenya,2020,yes,66
23929.4828682697,4360444,3.454,-8.85527888535746,29.2848672951013,27.5816891390019,76.92,3,1.645,KWT,0.67,0.319,1.78,0.018,1.577,1.339,1.967,0.431,0.28,0.173,0.738,0.31,0.449,0.762,1.176,0.749,0.935,0.644,2.637,1.253,-1.049,0.469,-0.726,0.246,-1.451,0.267,-1.706,-1.07,-1.923,1.455,0.467,100,0.293,0.701,0.259,1,-0.025,1,1,0.504,0.412,0,0,0.752,0.497,0.693,0,0,0.048,-0.515,1,1.81,3,1.257,-0.055,0.897,0.714,0.071,0,0,0,0.228,0.227,0.572,0.797,10168,0.297,0.31,0.17,1937,0.577,0.289,0,0.765,0.76,4,0.646,1,Kuwait,2020,no,0
1117.70384794544,6579900,4.63,-7.14897757727955,6.52758010092793,0.0514871230911807,71.8,1,0.583,KGZ,0.629,0.22,1.181,0.124,1.152,1.746,1.198,0.775,0.374,0.057,0.236,0.291,0.537,0.312,-1.066,0.507,0.624,1.068,0.789,1.025,-2.231,0.339,1.472,0.444,1.266,-0.317,0.276,-0.947,1.273,0.286,0.666,100,0.24,0.647,0.274,1,0.314,0,1,0.722,0.682,3,7,0.603,0.405,0.816,1,1,0.119,1.268,0,1.405,1,1.037,0.925,-0.386,0,0,0.167,0,0.667,0.266,0.992,0.697,0.095,3474,0.262,-0.333,0.376,1976,0.591,0.801,1,0.533,0.577,7,0.607,1,Kyrgyzstan,2020,no,2
2539.12452451311,7319399,3.862,0.503031829018681,2.81746694955522,0,68.497,6,-0.512,LAO,0.014,-1.639,-1.547,-0.304,-0.91,-0.719,0.917,0.68,0.482,-0.915,-2.745,-0.413,1.078,0.161,1.992,0.222,0.365,-1.55,-0.229,1.336,1.855,0.272,-0.417,0.483,0.549,-2.156,-1.189,1.616,-1.896,-0.179,0.11,100,0.071,0.198,0.136,1,0.31,1,1,0.646,0.604,0,0,0.176,-0.986,0.237,0,0,0,0.306,0.5,0.078,7,0.676,-0.505,1.499,0,0.125,0.75,0,0.333,0.37,-2.59,0.194,-0.021,16100,0.085,-1.067,-1.073,1937,0.264,0.297,1,0.23,0.278,2,0.47,1,Laos,2020,no,0
15312.3350649782,1900449,8.1,-3.51380284197906,1.27458711674516,0.0314235592999339,75.1853658536585,1,1.785,LVA,0.886,2.657,2.421,1.917,2.011,2.31,1.258,0.051,0.044,1.936,2.065,1.043,1.546,0.894,1.631,0.808,0.795,2.31,1.308,3.506,0.32,0.03,1.893,0.023,-2.448,2.126,-0.841,-1.68,-0.693,0.848,0.974,100,0.675,0.954,0.694,1,2.136,1,1,0.114,0.037,0,0,0.972,1.535,0.906,3,0,0.722,1.361,0,2.413,1,2.903,2.171,2.325,0,0.071,0,0,1,0.024,1.684,0.937,1.996,10359,0.739,3.282,2.652,1955,0.923,0.946,1,0.908,0.908,6,0.833,1,Latvia,2020,yes,0
6485.72603986915,5662923,13.274,-21.3998996914321,0.00223718784227487,0,77.804,3,-0.097,LBN,0.773,0.617,1.425,-1.083,1.6,1.042,-0.065,0.712,0.484,1.646,0.503,0.8,-1.11,0.341,-2.074,0.673,0.442,1.726,0.064,0.17,-2.196,0.58,0.782,0.61,1.167,0.758,-1.045,-0.369,1.61,0.334,0.743,100,0.326,0.612,0.23,1,0.007,1,1,0.795,0.698,0,0,0.746,0.555,0.708,1,0,0.178,0.23,0,0.641,3,0.088,1.276,-1.441,0,0.1,0.15,0,1,0.494,0.815,0.686,0.356,5362,0.269,0.604,0.759,1935,0.494,0.595,1,0.568,0.521,6,0.416,1,Lebanon,2020,yes,10
944.247169219343,2254100,18.456,-7.4587170594629,4.55548495060365,0,54.693,4,1.427,LSO,0.772,1.494,0.788,0.616,1.546,0.942,0.932,0.389,0.264,2.023,0.43,1.622,2.066,0.673,0.646,0.829,0.81,1.628,1.869,1.176,-0.922,0.37,1.537,0.33,0.039,1.032,0.596,1.047,-1.188,1.718,0.862,100,0.526,0.832,0.503,1,0.687,1,1,0.639,0.382,0,0,0.705,1.061,0.788,2,0,0.441,0.327,0,0.864,4,1.533,2.237,-0.677,0.188,0.125,0.25,0,1,0.503,1.365,0.863,-0.589,9769,0.502,0.897,1.472,1963,0.832,0.815,1,0.863,0.778,4,0.784,1,Lesotho,2020,no,0
612.38424757045,5087584,4.124,-2.98249127649473,17.4661654481066,0,60.948,4,0.105,LBR,0.828,2.327,1.391,0.007,2.4,1.527,1.19,0.809,0.675,1.539,0.84,1.406,0.178,0.605,-0.47,0.612,0.351,0.692,-0.201,0.626,1.055,0.537,0.983,0.693,-0.157,0.59,-0.022,0.852,-0.44,0.91,0.939,100,0.421,0.769,0.414,1,0.994,0,1,0.786,0.76,6,27,0.836,1.072,0.764,2,1,0.446,0.694,1,-1.351,4,0.945,1.12,0.917,0,0.167,0.167,1,0.333,0.56,1.834,0.862,-2.139,5095,0.472,1.541,1.924,1966,0.825,0.871,1,0.599,0.709,7,0.591,1,Liberia,2020,yes,0
6431.46291126847,6653942,19.708,-29.7871479885529,11.4789831280341,9.24399152945122,72.472,3,-2.445,LBY,0.765,-1.059,-1.583,-2.636,-0.282,0.831,-1.059,0.701,0.637,0.316,-0.106,1.382,0.212,0,-1.543,0.664,0.351,-0.779,0.312,-0.324,-1.405,0.695,-0.678,0.456,3.187,0.688,1.62,-1.006,1.035,0.9,0.411,100,0.238,0.101,0.188,0,-0.789,1,1,0.888,0.639,0,0,0.149,0.333,0.592,0,0,0,-0.558,1,0.336,3,0.66,-1.807,-2.235,0,0.417,0.083,0,0.667,0.629,0.26,0.256,-0.56,3052,0.148,-1.372,1.137,1960,0.212,0.245,1,0.1,0.372,6,0.502,0,Libya,2020,yes,17
17247.543693303902,2794885,8.49,-0.0246124952916773,0.310782585398606,0.00844361118604004,74.9780487804878,1,1.291,LTU,0.94,1.672,2.883,1.357,1.962,2.885,1.772,0.043,0.02,2.322,2.175,2.681,1.794,0.91,1.206,0.816,0.904,2.79,1.937,3.393,1.9,0.048,2.157,0.056,-2.397,2.674,-1.874,-3.251,-1.785,2.647,0.829,100,0.67,0.944,0.701,1,2.708,1,1,0.119,0.022,12,12,0.978,1.47,0.941,2,1,0.701,-0.02,0,3.018,1,1.683,1.937,2.202,0,0,0.143,0,0.667,0.022,2.118,0.916,1.721,9897,0.753,3.139,2.217,1964,0.833,0.897,1,0.934,0.95,7,0.871,1,Lithuania,2020,no,0
104616.03467801,630419,6.77,-0.909829798886719,0.00666359766515693,0,82.1439024390244,5,2.892,LUX,0.947,2.679,2.39,3.129,1.367,2.63,1.603,0.01,0.11,2.341,2.04,1.726,2.103,0.954,1.994,0.971,0.969,2.843,3.15,1.917,1.456,0.093,2.612,0.023,-2.312,3.041,-1.773,-1.087,-2.726,2.223,0.956,100,0.839,0.967,0.815,1,1.647,1,1,0.021,0.009,0,0,0.963,1.718,0.933,3,0,0.811,1.408,0,2.51,5,3.376,1.973,0.505,0,0,0.167,0,0.667,0.024,2.136,0.862,1.969,27505,0.794,2.934,2.825,1955,0.682,0.872,1,0.988,0.902,4,0.939,1,Luxembourg,2020,no,0
433.838239991494,28225177,2.21,-7.13767162064489,5.65950524677075,0.0494868182948729,65.182,4,0.071,MDG,0.734,0.962,0.816,-0.538,0.742,1.858,0.472,0.764,0.749,1.465,0.37,0.659,-0.271,0.442,-1.047,0.473,0.115,0.568,-2.292,0.13,-0.889,0.497,0.537,0.84,0.904,0.381,-2.029,-1.88,0.929,-0.003,0.719,100,0.287,0.614,0.222,1,0.096,1,1,0.723,0.638,4,15,0.682,0.647,0.887,2,1,0.263,0.344,1,-0.418,4,-0.112,1.093,0.831,0,0.25,0,1,0.667,0.603,0.924,0.744,-1.003,2166,0.267,0.664,1.955,1974,0.714,0.55,1,0.465,0.432,7,0.329,1,Madagascar,2020,no,0
562.783038786531,19377061,5.736,0.799998330902724,4.09928170325885,0,63.717,4,2.263,MWI,0.828,1.406,2.062,1.129,2.087,1.327,1.599,0.589,0.434,1.624,1,0.679,1.86,0.517,0.559,0.8,0.323,1.223,-0.875,0.993,1.365,0.496,1.753,0.638,-0.56,0.941,-2.063,0.946,-0.607,1.262,0.86,100,0.453,0.891,0.336,1,0.867,1,1,0.69,0.558,7,7,0.918,1.12,0.751,2,1,0.329,1.55,1,0.344,4,1.412,1.711,0.216,0,0.25,0.188,1,0,0.527,1.388,0.858,-1.178,9360,0.474,2.127,1.34,1955,0.85,0.791,1,0.819,0.839,7,0.529,1,Malawi,2020,no,0
10382.7274795282,33199993,4.54,-5.45684658426701,4.54156531962687,0.685563649053848,75.938,6,0.608,MYS,0.522,0.022,2.172,-0.366,0.395,1.203,1.638,0.519,0.523,0.565,0.426,-0.15,0.257,0.468,-0.747,0.624,0.86,0.712,2.01,0.26,0.234,0.407,0.379,0.389,1.555,-0.235,-0.381,0.112,0.932,-0.403,0.637,100,0.295,0.713,0.319,1,1.042,1,1,0.325,0.584,0,0,0.822,0.385,0.721,1,0,0.166,1.354,0,0.823,7,0.972,-0.275,0.047,0.125,0,0.25,0,0.667,0.321,0.391,0.685,0.742,600,0.298,0.62,0.989,1959,0.807,0.759,1,0.758,0.627,3,0.685,1,Malaysia,2020,no,1
7164.30739218603,514438,5.477,-32.9088287284425,0.00502406983438185,0,79.875,6,1.089,MDV,0.748,1.237,1.855,0.138,1.139,1.16,1.655,0.379,0.206,0.496,1.881,0.972,1.292,0.66,0.987,0.709,0.609,1.488,0.694,0.588,0.861,0.439,1.818,0.219,0.995,1.51,-1.462,-0.963,-0.375,0.889,0.896,100,0.442,0.679,0.409,1,1.728,0,1,0.303,0.328,14,14,0.869,0.89,0.703,2,1,0.388,1.453,1,1.071,8,1.146,-2.592,-1.033,0,0.1,0.1,1,0.333,0.303,0.771,0.574,0.148,4067,0.443,1.525,1.5,1962,0.633,0.759,1,0.613,0.715,7,0.645,1,Maldives,2020,yes,2
745.885984785402,21224040,3.53,-1.235450447077,9.46967710138959,0,58.633,4,1.213,MLI,0.858,1.895,1.191,-0.646,1.278,1.277,0.44,0.74,0.495,1.794,0.905,0.729,1.094,0.373,-1.648,0.8,0.203,0.416,-1.157,-0.255,-0.751,0.623,1.475,0.652,1.161,-0.076,1.986,0.642,0.527,-1.08,0.788,100,0.345,0.713,0.257,1,0.624,1,1,0.753,0.691,0,12,0.761,0.675,0.729,1,1,0.113,1.481,1,0.537,4,1.817,0.471,-1.352,0,0.9,0.1,1,0.333,0.555,1.513,0.746,-0.788,0,0.247,0.963,0.32,1950,0.777,0.566,1,0.694,0.527,5,0.556,1,Mali,2020,yes,138
26077.6273444161,515332,4.35,-8.07797287148773,0,0,82.3487804878049,5,1.466,MLT,0.849,1.246,2.264,1.116,2.203,2.156,1.167,0.259,0.073,2.233,0.555,1.934,1.372,0.885,2.073,0.786,0.941,2.323,2.213,2.004,-1.158,0.081,1.404,0.052,1.593,2.743,-1.964,-2.803,-1.916,-0.115,0.841,100,0.616,0.91,0.676,1,1.303,1,1,0.174,0.34,0,0,0.93,1.203,0.87,2,0,0.644,1.477,0,2.925,5,2.24,1.808,0.223,0,0,0.1,0,1,0.266,0.876,0.887,1.792,16454,0.632,2.092,2.022,1942,0.752,0.891,1,0.902,0.809,6,0.886,1,Malta,2020,no,0
1588.36203400464,4498604,11.168,-0.360657378942108,2.43870903966116,0,64.532,4,-0.04,MRT,0.672,0.416,2.016,-0.146,0.814,1.268,1.398,0.796,0.864,1.258,0.382,-0.846,0.973,0.43,-2.049,0.702,0.299,-1.601,-1.581,-0.555,-1.178,0.716,-1.098,0.897,-0.804,-0.008,1.337,1.679,0.607,-0.938,0.807,100,0.309,0.491,0.14,1,0.365,0,1,0.849,0.763,3,12,0.704,0.39,0.736,1,1,0.131,1.289,0.5,0.647,4,-0.762,-1.173,0.305,0,0.35,0,0.5,0,0.848,0.797,0.573,-1.431,487,0.183,-0.316,0.239,1956,0.707,0.285,1,0.294,0.345,7,0.227,1,Mauritania,2020,no,0
9362.8743588779,1266014,8.63,-14.5465381498404,0.00262996135685098,0,74.1770731707317,4,0.665,MUS,0.906,0.46,0.871,-0.864,1.599,1.75,0.622,0.611,0.247,1.356,0.878,0.755,0.347,0.575,0.452,0.851,0.856,1.746,1.914,1.921,-0.019,0.128,2.289,0.189,0.806,0.36,-0.825,0.918,1.203,1.19,0.836,100,0.481,0.792,0.447,1,1.411,1,1,0.341,0.663,0,0,0.831,1.025,0.803,2,0,0.338,1.432,0,1.905,4,1.988,1.76,-1.287,0,0,0.25,0,0.667,0.341,0.963,0.854,1.865,18921,0.458,2.035,1.132,1959,0.835,0.846,1,0.767,0.798,6,0.773,1,Mauritius,2020,no,0
9273.81099988452,125998302,4.44,-8.65158681905974,1.55983378352436,0.867384554620089,70.133,2,-0.109,MEX,0.801,1.712,0.576,0.001,2.053,1.77,1.895,0.481,0.465,1.27,0.456,1.173,1.055,0.773,-0.974,0.517,0.316,1.119,-0.686,0.375,-1.852,0.498,-0.254,0.691,1.427,2.085,-1.054,-0.749,-1.557,-0.704,0.822,100,0.384,0.62,0.363,1,0.277,1,1,0.483,0.383,19,20,0.5,0.923,0.838,2,1,0.469,1.094,1,-0.112,2,-0.026,1.253,0.078,0,0.143,0,1,0.667,0.259,0.753,0.856,0.259,7121,0.406,-0.507,1.126,1953,0.891,0.634,1,0.335,0.558,7,0.478,1,Mexico,2020,yes,13
3189.33637655884,2635130,1.21,-8.27597831976949,0.245939852669041,0.00619089364526559,70.166,1,0.657,MDA,0.748,0.827,1.797,0.694,0.803,2.655,0.685,0.632,0.215,0.926,1.473,1.142,0.607,0.676,-0.315,0.612,0.683,1.906,1.298,1.267,0.23,0.141,1.542,0.22,-0.126,1.929,-0.945,-0.569,1.055,1.151,0.888,100,0.424,0.776,0.448,1,0.61,0,1,0.713,0.673,7,7,0.818,0.997,0.935,2,1,0.441,-0.158,0,2.04,1,1.139,1.666,2.088,0,0,0.25,0,0.667,0.222,0.497,0.774,0.364,9287,0.502,0.95,1.732,1972,0.659,0.719,1,0.733,0.78,7,0.669,1,Moldova,2020,no,0
4106.60268340307,3294335,6.59,-4.55775197583431,13.4736928829141,0.567774921103161,72.141,1,0.484,MNG,0.757,1.445,3.005,1.212,1.329,2.618,0.548,0.6,0.241,1.762,1.443,0.811,0.782,0.651,-0.849,0.8,0.695,1.428,0.952,1.655,0.71,0.229,2.678,0.347,-0.135,1.298,-1.131,-1.567,-2.25,1.763,0.974,100,0.518,0.834,0.475,1,1.153,1,1,0.613,0.546,8,8,0.907,1.093,0.934,2,1,0.458,1.335,0,0.892,1,1.399,1.212,0.309,0,0,0.125,0,0.667,0.209,0.927,0.851,0.202,10184,0.523,0.983,1.402,1963,0.78,0.799,1,0.72,0.8,7,0.706,1,Mongolia,2020,no,0
6515.53680560451,621306,17.88,-15.3068937570407,0.723002993565649,0,75.9317073170732,1,1,MNE,0.719,0.74,1.822,1.078,0.901,2.035,1.275,0.605,0.258,-0.141,0.43,1.274,1.713,0.372,-0.228,0.801,0.856,1.175,1.923,1.028,-2.475,0.339,1.51,0.182,1.765,1.631,0.381,-1.167,-0.064,0.739,0.861,100,0.402,0.817,0.399,1,2.044,1,1,0.313,0.581,6,6,0.874,0.738,0.908,1,1,0.225,1.521,0,2.084,1,1.615,-0.035,-0.115,0,0,0.167,0,1,0.404,0.945,0.698,1.238,4957,0.38,1.601,1.665,1962,0.579,0.892,1,0.812,0.744,7,0.79,1,Montenegro,2020,no,0
3081.662109375,36688772,11.726,-7.17820744246774,0.296128236742874,8.39572708870582e-4,73.92,3,-0.242,MAR,0.626,0.457,1.726,-0.58,1.319,1.343,1.121,0.372,0.316,-1.514,0.157,0.727,1.462,0.462,-0.851,0.722,0.423,1.957,-0.709,0.855,1.033,0.394,1.383,0.381,-0.498,-0.04,0.193,-0.43,0.506,0.85,0.623,100,0.253,0.683,0.19,1,0.498,1,1,0.71,0.286,0,0,0.759,0.354,0.82,0,0,0,-0.053,1,0.761,3,1.249,-1.16,0.071,0.7,0.1,0,0,0,0.296,0.064,0.557,0.52,23314,0.238,0.418,-0.541,1963,0.549,0.752,1,0.857,0.676,4,0.522,1,Morocco,2020,no,0
584.314952044537,31178239,4.074,-1.21952292806746,11.8639361284365,0.0473545337657661,61.172,4,-0.07,MOZ,0.714,0.325,-0.17,-0.304,1.204,0.814,1.004,0.582,0.502,2.036,0.581,1.18,-0.458,0.18,-0.561,0.543,0.277,0.253,-0.771,1.255,-0.805,0.316,1.082,0.579,-0.717,0.515,-1.872,-0.364,-0.196,-0.263,0.643,100,0.244,0.548,0.237,1,0.48,1,1,0.713,0.643,6,6,0.489,0.305,0.466,1,1,0.084,0.345,1,-0.888,4,0.578,1.363,1.212,0,0.25,0.083,1,0,0.616,0.683,0.702,-0.767,16260,0.24,0.171,0.605,1959,0.677,0.671,1,0.507,0.538,7,0.528,1,Mozambique,2020,yes,220
1295.28701183634,53423198,1.48,-9.04834692403308,4.66301426840348,0.0259006705691479,66.797,6,0.444,MMR,0.712,0.334,0.905,0.75,-0.12,0.328,0.691,0.323,0.708,0.065,0.589,0.329,0.77,0.563,-1.08,0.748,0.33,-1.058,-0.57,0.648,-0.46,0.486,-1.484,0.543,1.024,0.353,-0.37,-1.028,0.292,0.82,0.751,100,0.354,0.527,0.253,1,0.592,1,1,0.372,0.285,0,0,0.644,0.663,0.46,1,0,0.183,-0.145,1,-0.808,7,1.102,-0.323,-1.511,0,0.25,0.417,0,0.333,0.7,0.416,0.351,-0.765,1515,0.273,0.28,1.139,1951,0.331,0.47,1,0.659,0.537,6,0.485,1,Myanmar (Burma),2020,yes,65
4152.1806478348,2489098,21.146,-8.1014007457625,1.93029383948291,0,62.829,4,1.657,NAM,0.837,2.029,2.395,2.363,1.994,1.298,1.663,0.321,0.425,2.31,1.02,0.859,0.805,0.65,-0.108,0.703,0.302,2.041,-1.05,1.384,0.361,0.328,0.846,0.491,0.217,1.843,-1.546,1.031,-0.45,0.452,0.851,100,0.478,0.887,0.381,1,0.72,1,1,0.388,0.406,6,6,0.889,1.009,0.789,2,1,0.461,1.36,1,1.068,4,0.712,2.421,1.776,0,0.143,0.214,1,0.667,0.414,1.389,0.864,-0.004,10886,0.527,1.291,2.477,1941,0.826,0.663,1,0.814,0.804,7,0.516,1,Namibia,2020,no,0
1018.10791289132,29348627,13.119,-2.3696206292072,0.522630900968538,0,69.246,6,0.77,NPL,0.709,1.34,0.838,0.64,1.034,0.32,1.566,0.661,0.407,1.277,1.265,1.211,1.24,0.629,-0.164,0.59,0.303,0.196,-1.273,1.148,-1.8,0.35,1.322,0.299,1.193,1.028,-1.388,-0.714,-0.438,1.614,0.834,100,0.385,0.745,0.378,1,0.27,1,1,0.652,0.607,0,0,0.74,0.978,0.69,2,0,0.384,0.788,0,-0.924,8,1.21,0.732,-1.405,0,0,0.188,0,1,0.38,0.95,0.716,-0.623,4234,0.465,1.132,1.167,1961,0.75,0.659,1,0.808,0.765,6,0.574,1,Nepal,2020,yes,37
46303.21886247,17441500,3.82,-3.88608391819609,0.0837440351956371,0.0111244987898519,81.3585365853659,5,2.018,NLD,0.932,1.801,2.501,2.244,1.618,2.651,1.784,0.015,0.021,1.754,1.328,1.368,2.986,0.965,2.124,0.958,0.942,3.09,1.717,3.069,-0.015,0.042,2.522,0.019,-1.128,2.231,-1.152,-3.165,-0.783,2.627,0.937,100,0.812,0.961,0.778,1,3.494,1,1,0.022,0.015,0,0,0.977,1.73,0.936,3,0,0.785,1.402,0,3.367,5,2.274,2.421,-0.274,0,0,0.056,0,1,0.016,1.412,0.908,2.274,27268,0.814,3.419,1.977,1967,0.872,0.822,1,0.967,0.958,4,0.906,1,Netherlands,2020,yes,37
