Currency,date,value,fmt_date,value_numeric
Thai baht,"October 30,2023",36.040000,2023-10-30,36.04
Thai baht,"October 31,2023",36.017000,2023-10-31,36.017
Trinidadian dollar,"October 02,2023",6.732100,2023-10-02,6.7321
Trinidadian dollar,"October 03,2023",6.728900,2023-10-03,6.7289
Trinidadian dollar,"October 04,2023",6.723100,2023-10-04,6.7231
Trinidadian dollar,"October 05,2023",6.751100,2023-10-05,6.7511
Trinidadian dollar,"October 06,2023",6.750400,2023-10-06,6.7504
Trinidadian dollar,"October 10,2023",6.772100,2023-10-10,6.7721
Trinidadian dollar,"October 11,2023",6.750500,2023-10-11,6.7505
Trinidadian dollar,"October 12,2023",6.756100,2023-10-12,6.7561
Trinidadian dollar,"October 13,2023",6.737900,2023-10-13,6.7379
Trinidadian dollar,"October 16,2023",6.745400,2023-10-16,6.7454
Trinidadian dollar,"October 17,2023",6.741400,2023-10-17,6.7414
Trinidadian dollar,"October 18,2023",6.759400,2023-10-18,6.7594
Trinidadian dollar,"October 19,2023",6.765100,2023-10-19,6.7651
Trinidadian dollar,"October 20,2023",6.748600,2023-10-20,6.7486
Trinidadian dollar,"October 23,2023",6.772000,2023-10-23,6.772
Trinidadian dollar,"October 24,2023",6.775300,2023-10-24,6.7753
Trinidadian dollar,"October 25,2023",6.764500,2023-10-25,6.7645
Trinidadian dollar,"October 26,2023",6.741700,2023-10-26,6.7417
Trinidadian dollar,"October 27,2023",6.753400,2023-10-27,6.7534
Trinidadian dollar,"October 30,2023",6.736900,2023-10-30,6.7369
Trinidadian dollar,"October 31,2023",6.746200,2023-10-31,6.7462
U.A.E. dirham,"October 02,2023",3.672500,2023-10-02,3.6725
U.A.E. dirham,"October 03,2023",3.672500,2023-10-03,3.6725
U.A.E. dirham,"October 04,2023",3.672500,2023-10-04,3.6725
U.A.E. dirham,"October 05,2023",3.672500,2023-10-05,3.6725
U.A.E. dirham,"October 06,2023",NA,2023-10-06,NA
U.A.E. dirham,"October 10,2023",3.672500,2023-10-10,3.6725
U.A.E. dirham,"October 11,2023",3.672500,2023-10-11,3.6725
U.A.E. dirham,"October 12,2023",3.672500,2023-10-12,3.6725
U.A.E. dirham,"October 13,2023",NA,2023-10-13,NA
U.A.E. dirham,"October 16,2023",3.672500,2023-10-16,3.6725
U.A.E. dirham,"October 17,2023",3.672500,2023-10-17,3.6725
U.A.E. dirham,"October 18,2023",3.672500,2023-10-18,3.6725
U.A.E. dirham,"October 19,2023",3.672500,2023-10-19,3.6725
U.A.E. dirham,"October 20,2023",NA,2023-10-20,NA
U.A.E. dirham,"October 23,2023",3.672500,2023-10-23,3.6725
U.A.E. dirham,"October 24,2023",3.672500,2023-10-24,3.6725
U.A.E. dirham,"October 25,2023",3.672500,2023-10-25,3.6725
U.A.E. dirham,"October 26,2023",3.672500,2023-10-26,3.6725
U.A.E. dirham,"October 27,2023",NA,2023-10-27,NA
U.A.E. dirham,"October 30,2023",3.672500,2023-10-30,3.6725
U.A.E. dirham,"October 31,2023",3.672500,2023-10-31,3.6725
Uruguayan peso,"October 02,2023",38.721000,2023-10-02,38.721
Uruguayan peso,"October 03,2023",39.141000,2023-10-03,39.141
Uruguayan peso,"October 04,2023",39.388000,2023-10-04,39.388
Uruguayan peso,"October 05,2023",39.397000,2023-10-05,39.397
Uruguayan peso,"October 06,2023",39.596000,2023-10-06,39.596
Uruguayan peso,"October 10,2023",39.967000,2023-10-10,39.967
Uruguayan peso,"October 11,2023",39.733000,2023-10-11,39.733
Uruguayan peso,"October 12,2023",39.953000,2023-10-12,39.953
Uruguayan peso,"October 13,2023",39.940000,2023-10-13,39.94
Uruguayan peso,"October 16,2023",NA,2023-10-16,NA
Uruguayan peso,"October 17,2023",39.894000,2023-10-17,39.894
Uruguayan peso,"October 18,2023",39.885000,2023-10-18,39.885
Uruguayan peso,"October 19,2023",39.872000,2023-10-19,39.872
Uruguayan peso,"October 20,2023",39.942000,2023-10-20,39.942
Uruguayan peso,"October 23,2023",39.818000,2023-10-23,39.818
Uruguayan peso,"October 24,2023",39.848000,2023-10-24,39.848
Uruguayan peso,"October 25,2023",39.885000,2023-10-25,39.885
Uruguayan peso,"October 26,2023",39.959000,2023-10-26,39.959
Uruguayan peso,"October 27,2023",39.923000,2023-10-27,39.923
Uruguayan peso,"October 30,2023",39.952000,2023-10-30,39.952
Uruguayan peso,"October 31,2023",39.974000,2023-10-31,39.974
Chinese yuan,"November 01,2023",7.319400,2023-11-01,7.3194
Chinese yuan,"November 02,2023",7.319200,2023-11-02,7.3192
Chinese yuan,"November 03,2023",7.315000,2023-11-03,7.315
Chinese yuan,"November 06,2023",7.281200,2023-11-06,7.2812
Chinese yuan,"November 07,2023",7.284300,2023-11-07,7.2843
Chinese yuan,"November 08,2023",7.279000,2023-11-08,7.279
Chinese yuan,"November 09,2023",7.285500,2023-11-09,7.2855
Chinese yuan,"November 10,2023",7.292800,2023-11-10,7.2928
Chinese yuan,"November 13,2023",7.294500,2023-11-13,7.2945
Chinese yuan,"November 14,2023",7.294300,2023-11-14,7.2943
Chinese yuan,"November 15,2023",7.240200,2023-11-15,7.2402
Chinese yuan,"November 16,2023",7.255900,2023-11-16,7.2559
Chinese yuan,"November 17,2023",7.246200,2023-11-17,7.2462
Chinese yuan,"November 20,2023",7.178300,2023-11-20,7.1783
Chinese yuan,"November 21,2023",7.133000,2023-11-21,7.133
Chinese yuan,"November 22,2023",7.145100,2023-11-22,7.1451
Chinese yuan,"November 27,2023",7.152700,2023-11-27,7.1527
Chinese yuan,"November 28,2023",7.153900,2023-11-28,7.1539
Chinese yuan,"November 29,2023",7.124900,2023-11-29,7.1249
Chinese yuan,"November 30,2023",7.131300,2023-11-30,7.1313
Euro (1),"November 01,2023",1.053700,2023-11-01,1.0537
Euro (1),"November 02,2023",1.066100,2023-11-02,1.0661
Euro (1),"November 03,2023",1.070200,2023-11-03,1.0702
Euro (1),"November 06,2023",1.074100,2023-11-06,1.0741
Euro (1),"November 07,2023",1.068600,2023-11-07,1.0686
Euro (1),"November 08,2023",1.067100,2023-11-08,1.0671
Euro (1),"November 09,2023",1.069100,2023-11-09,1.0691
Euro (1),"November 10,2023",1.068300,2023-11-10,1.0683
